GeneSymbol	P	z.score
IGSF11	0.00212226869462679	3.07256603787916
CIB1	0.00213568930897087	-3.07068416570108
PPP3CA	0.00215192123460461	-3.06842251903666
CLTCL1	0.00217884956551901	3.06470477715077
OR2B6	0.00225221338450008	3.05478576591688
MAGEE1	0.00232279180140743	-3.04551889867442
NPTXR	0.00235348478785154	3.04156917732474
OR2M3	0.00235516504805584	3.04135431772668
KLHL28	0.00239475097234512	-3.03633253141962
NOTCH4	0.00243395149077788	3.03143396971816
RRM2B	0.00243703728432112	-3.03105143618591
NARS2	0.00246107243089009	-3.02808697566951
WBP1L	0.0025000436366931	-3.0233361581702
GUCY1A3	0.00257087334336719	3.01487246374716
MAD2L2	0.00258047184076547	3.01374195676693
RNF39	0.00259173024722065	3.01242083615212
WTAP	0.00261523392382022	-3.00967961870873
SV2C	0.00264223873753241	3.00655773389543
RNF113A	0.00264237294494113	-3.0065422918503
MT1A	0.00265263409162999	3.00536375113775
ARNT	0.00266367829826413	3.00409991930379
RAB11FIP1	0.00269807932576488	-3.00019373817549
ITGA3	0.00272697567499723	2.99694761673144
MS4A1	0.00276386764471385	-2.99284866267608
LRP2BP	0.00280759234612371	2.9880547716883
CYP4F22	0.00281685845087919	2.98704761631069
CD1C	0.00283952935395123	-2.98459615925651
STEAP3	0.00287364340954793	2.98094079750788
ABCA4	0.00290603206307542	2.97750679128657
CABP5	0.00291333610832308	2.97673720952581
NODAL	0.00292341711099931	2.97567792449978
PAN3	0.00292845008895869	-2.97515031959934
DNAJC15	0.00293137357468471	2.97484423168478
SLC7A6OS	0.00294103902905585	-2.97383424130021
DBNDD2	0.00307319495744585	2.9603201527091
FBXO21	0.00308759999680732	-2.95887930909226
SLC25A30	0.00309084305038262	2.9585557727625
AMD1	0.00309988269524536	-2.95765558300727
GYG1	0.00310190936705027	2.95745409062237
EMX2	0.00311379388921978	2.95627493760602
DECR1	0.00311472358579673	-2.95618286854062
GPR88	0.00315197186338598	2.95251457846078
DNAI2	0.00322439187949451	2.94549420479134
RAB11B	0.00327374855609193	2.94079145724398
ANXA8	0.00329001127151268	2.93925607359546
SNORD45B	0.00332046786492764	-2.93639913253148
ELF2	0.00332791904700642	-2.93570381889363
PHLDA1	0.00337497796852843	2.93134494748762
ANKLE1	0.0033809029172903	2.93080007253292
KIFC2	0.00338584709505636	2.9303460570926
UPF2	0.00341056455418468	-2.92808530722762
LBR	0.00342971747663307	-2.92634374443024
COQ10A	0.00343181940191571	-2.92615315718591
ZBTB33	0.00348603545726829	-2.92127359438455
RPUSD3	0.00351450439318296	2.91873891829803
FUCA2	0.00353092388439576	2.91728552331058
GBP5	0.00353273125908707	2.91712591682879
TTC28	0.0035596948083362	2.91475358691399
SPN	0.00362516048062717	2.909061061261
KRT75	0.00363811884281357	2.90794537189912
IMP3	0.0036452514565424	-2.90733280906377
RLF	0.00364795103201877	-2.90710124853748
LINC00950	0.00370031949726665	2.90263981156695
RNASET2	0.00371138316414102	-2.90170461256651
ZNF432	0.00371804237844394	-2.90114293794217
SNORA62	0.00373814367724772	-2.89945301353941
SETX	0.00377184146720372	-2.89663846901309
ZC3H11A	0.00377667207629226	-2.89623687588248
APAF1	0.00381899298027999	-2.89273834642709
VPS37C	0.00383319911042383	-2.89157186742782
ANKRD10	0.00386086965066783	-2.88931104482384
FBXO6	0.00388660381499059	2.88722160629801
HINT3	0.00391163068742831	-2.88520161399347
HIVEP2	0.00391932034517238	-2.88458331646462
ZNF608	0.00408447516739542	-2.87156287747377
SMARCD3	0.0040877296034198	2.87131114030108
PLAG1	0.0040947605676798	-2.87076790145405
ACSBG1	0.00411237304877444	2.86941080186763
LEPROT	0.00417717943863378	2.86446224776415
MYOD1	0.00418448043553534	2.86390912388854
NT5DC1	0.0041994604353541	-2.86277697402059
RAB3GAP1	0.00422313081874389	-2.86099547327952
DDX28	0.00422492252627651	-2.86086099326203
BUB3	0.00425224477310102	-2.85881665296765
SDHAF2	0.00427036820725112	-2.85746716003856
SECISBP2L	0.00429685217522796	-2.85550444240875
PCDHA11	0.00430584594460813	2.85484041192202
UFSP2	0.00445244890119354	-2.84418999720971
NR4A3	0.00448123158433722	2.84213639129635
SPOP	0.0045042456284967	-2.84050295056406
ZC3H12A	0.00452934732968994	2.83872993546944
C12orf75	0.00455519321780964	2.83691363292629
APC	0.00457037019424539	-2.83585142654002
ABLIM1	0.00458541800260213	-2.83480140985388
IPO11	0.00459096130520186	-2.83441539179144
PRKN	0.00461196214691581	2.83295677820945
OR51I2	0.00466284621968179	2.82944741327991
TPPP3	0.00466630935569516	-2.82920983050177
COL3A1	0.00474598637317864	2.82378733673587
ZNF329	0.00477629018650103	-2.82174659142806
ORC4	0.00479095015275861	-2.82076354971488
ARHGAP36	0.004794616167097	2.82051814621541
PMCH	0.00479711507513281	2.82035096627191
KIAA1217	0.00482212239576343	2.81868227298245
CCR7	0.00482932646389097	-2.81820301135951
ANKK1	0.00483329786450921	2.81793908440406
NME4	0.00487617120139731	2.81510227991014
MED21	0.00489666172162391	-2.81375444248441
PRDM13	0.00490988623614786	2.81288725906676
SERPINI1	0.00491502082250866	2.81255113335044
OR2V2	0.00491507849449772	2.81254735976987
CHRM4	0.00495599833704861	2.80987994375669
KCNN4	0.0049680030546556	2.80910117863203
MRPL10	0.00498416280347767	2.80805555290508
OR7G2	0.00499870586708384	-2.80711715335573
GDF3	0.00502105780739024	2.80567968331136
ABHD12	0.00503583860288101	2.80473229395933
SLC38A3	0.00505413769008944	2.80356287302675
PDS5B	0.00509651348272335	-2.80086943364337
SEMA5B	0.00511307590912885	2.79982221180995
PTK6	0.00512888351365271	2.79882557211144
SKAP1	0.00516204526280501	-2.796743775121
PHLDB1	0.0051659555983739	2.7964990929146
NXF4	0.005177681442815	2.79576637143209
OR1I1	0.00520924329411142	2.79380156673638
PATE1	0.00520955412348826	-2.79378227036919
MYNN	0.00521030996770241	-2.79373535170707
HYAL4	0.00523071297513847	2.7924711626731
RASA2	0.00523834187128756	-2.79199961336057
C1orf106	0.00526297964341179	2.79048095498021
HSPA2	0.00532007331745271	2.78698626898551
ITPA	0.0053718032053695	-2.78384902484216
UBXN2B	0.00538947779603634	-2.78278337122475
BACH2	0.0054140336499259	-2.78130805123926
TMEM156	0.00543506016164133	-2.78004956820453
ARGLU1	0.00546916686828692	-2.77801752319101
NBR1	0.00553549285886239	-2.77409842117802
EBF1	0.00553837917703723	-2.77392883709753
TIA1	0.00554527213370013	-2.77352416755948
STXBP1	0.00554867576670531	2.7733245155252
RBBP5	0.0056104374570406	-2.76972073097036
ZNF438	0.00561849774964074	2.76925305766841
GABRA3	0.00565384004689294	2.76720955023933
ZNF679	0.00577531798074396	2.76027242458674
TROAP	0.005883650174472	2.75419610798435
GFRA2	0.00596214954371044	2.74985580164208
C21orf91	0.00602222851383144	-2.74656862781146
SLC22A14	0.00604300172801931	2.74543890935087
TMEM50B	0.00605232411872281	-2.74493306276111
TNS1	0.00605594580128944	2.74473673424329
MARCKS	0.006095726334703	2.74258719612798
LOC645166	0.00612171409062805	2.74118976273791
MAK16	0.00614843539613316	-2.73975844447697
TMEM68	0.00616520079645722	-2.73886326844935
SLC35B3	0.00617916892763825	-2.73811912292889
CDKN1A	0.0062103707834624	2.73646231445622
ARSF	0.00628146841822064	2.73271487146135
SLC25A33	0.0063481900850092	-2.72923264670729
THRAP3	0.00635842574703885	-2.72870136115974
C1QB	0.00637089815025253	2.72805501612458
FAF2	0.00637624930869089	-2.72777805733647
RSPH3	0.00638895590598958	-2.72712124170114
PPCS	0.00639783448734174	-2.72666299696574
ZNF85	0.00641509453486523	-2.72577379983289
OR10C1	0.00650127395760377	2.72136598619359
MTF2	0.00650322381188442	-2.72126686656024
PCSK1N	0.00655992920910796	2.71839591173951
TTF1	0.00663692829311829	-2.71453302318137
RNF216	0.00665633753078769	-2.71356566179725
SNORD42A	0.00665670175121326	-2.71354753321129
WNT1	0.00668219617454833	2.71228079277971
PTGFRN	0.00669527592230264	2.71163258529081
RAB11FIP5	0.00671856565830343	2.71048120299941
SCN3B	0.0067878127048927	2.70707888089498
SERPINB3	0.00681641336873363	2.70568273706321
ARHGEF17	0.00683494834154365	2.70478075925784
ZCCHC6	0.00687381762518582	-2.70289635650519
CNTN2	0.0068856099164399	2.70232655296253
NSUN3	0.00689922409036462	2.70166980536536
NUDT16	0.00693569024887612	2.69991639684187
BLVRB	0.00703667362213518	2.69510365922217
FCF1	0.00704318990384379	-2.69479523643907
MED14	0.00704538926612406	-2.69469119603792
SPPL2A	0.00707967743115994	2.69307296116661
L3MBTL1	0.00709406386678828	2.69239608615618
ZNF660	0.007131965234895	2.69061872721577
TES	0.00713563260715305	-2.69044719852309
TCN1	0.00714378336732564	2.69006625804304
OR7A10	0.00724941308114912	2.68516443258622
DNAH7	0.00727075509989367	2.68418183088061
AP3S2	0.00731663164105733	2.68207837341307
UBE2D4	0.00743496249628503	2.67670698849899
CD79A	0.00744810812592442	-2.67611501105126
GABARAPL3	0.0074882788283381	-2.67431182237178
MALT1	0.00751091396560704	-2.67329959043186
DBNL	0.00757700182708992	-2.67035974841082
RBBP6	0.00760456970253382	-2.66914021377934
GJB1	0.00764388365233976	2.66740790002947
STMN2	0.00769015341928811	2.66537928929197
FCER1A	0.00769977509178143	-2.66495881957611
RANBP17	0.0077324716467241	2.66353348147194
SLC35C1	0.00774405392395814	2.66302987153308
PNPLA4	0.00774752506710609	2.66287907392621
OSTN	0.00776639322757888	2.66206043783377
PLEKHG3	0.0078043104579801	-2.6604206912624
TACR1	0.0078117626234123	2.66009925876957
MCCC1	0.00783232267556929	-2.65921386927865
GTF2H3	0.00784847040811989	-2.65851994871578
BMS1	0.00788656375627474	-2.65688800740218
RPL37	0.00789998869499441	-2.65631455752629
ZNF365	0.00797820646860776	2.65299071829516
ILDR1	0.00799043596982624	2.65247366988975
GYPC	0.00800618120855463	2.6518090228591
HCK	0.00812756827453215	2.64672389432795
KMO	0.00824082301709337	-2.64204038033676
USP8	0.00824363801192869	-2.64192470497595
LRRC32	0.00824797814936459	2.6417464268318
ZNF821	0.00829542884765351	2.639802769126
TRIM67	0.00833381376060694	2.63823772520524
ANKRD22	0.00838617822327661	2.63611306867035
GNAT3	0.0084277913936222	2.63443308481896
SFPQ	0.0084522463503797	-2.6334492607496
CYB5R4	0.00847701828269703	-2.63245527667607
FBXL20	0.00847915440770406	-2.63236968547134
GPATCH1	0.00853502505077802	-2.63013785492963
NF1	0.0085662605368663	2.62889579667637
RBM12	0.00857915452066262	-2.62838425640562
CCDC117	0.00858501681569655	-2.62815191007359
ROR2	0.00860465195098545	2.62737472244042
GTPBP4	0.00862313106747513	-2.6266447384962
CD226	0.00864635516855973	-2.62572929298263
ANKHD1	0.00866091190609178	-2.62515661671805
CHORDC1	0.00866943618406731	-2.62482166257321
TNFRSF21	0.00868406256177745	2.62424761693599
PLEKHA2	0.00868967352657709	-2.62402763110076
UBTD1	0.00873350714232239	2.62231342823159
DSC1	0.00878547932565708	2.62029088406076
UIMC1	0.00881657856174086	-2.61908573604332
CFB	0.00883587866216675	2.61833973297809
CENPA	0.00883601664972218	2.61833440461501
KIAA0087	0.0088994798759929	2.61589162759963
MKLN1	0.00890857732224447	-2.61554273182151
SLC4A7	0.00892027058810885	-2.61509475097764
C1QTNF6	0.0089309331726277	-2.61468671354269
BOK	0.00893576469964792	2.61450196314872
NIPBL	0.00902134084130538	-2.61124435543538
KIAA0895	0.00907155534439547	2.60934567502347
PIK3R1	0.00917431599650642	-2.60548922192789
HNRNPD	0.00919630261276316	-2.60466910753504
SLC9A3R2	0.00920501592114785	2.60434457985505
MTR	0.0092202975645082	-2.60377607565687
HNRNPH1	0.00925265332577259	-2.60257515381451
RBM22	0.00932787868409612	-2.59979749684561
ABHD4	0.0093395145722539	2.59936963395538
GRIK5	0.00937677838853842	2.59800260030127
TLCD1	0.0094155974330148	2.59658365712413
TAF2	0.00942983071027442	-2.5960646987901
C17orf67	0.00944925719384395	-2.59535751783598
SH3YL1	0.0094626929245738	-2.5948691760372
OBP2A	0.00946843150932809	2.59466078701783
FOXJ3	0.00946883064067767	-2.59464629728765
HYI	0.00951141547633797	2.59310345376062
NMD3	0.00958069333635302	-2.59060663792918
CUL2	0.0095810172846438	-2.59059500050319
CHST14	0.00962268368372391	2.58910110515251
LHFPL1	0.00966548581524842	2.58757248250249
COMP	0.00966704685455467	2.58751684614672
ATP2B1	0.00967060005275684	-2.58739023793579
ZNF138	0.00979929998924802	-2.5828320979133
CYBRD1	0.0098071990095163	2.58255408102346
CDHR1	0.00981562631602831	2.58225769029282
TMEM71	0.00982786225961769	-2.5818277521123
KAZALD1	0.0098451856274587	2.58121987047234
USP4	0.00999390584105841	-2.5760400892292
PSPC1	0.0100212092086172	-2.57509660716932
NOL11	0.0100279237116628	-2.57486493480607
OSBPL2	0.0100347263447328	-2.57463036251443
ZNF207	0.0100414640903949	-2.57439816727024
MEF2C	0.0100427906430638	-2.57435246814806
ST7	0.0100487897247836	2.57414586967924
TRPC2	0.0101036261316217	2.57226246823275
PI15	0.0101230782881968	2.57159655465657
TPTE2	0.0101303387473199	2.57134829638478
FAM71A	0.0101445526679109	2.57086273539999
PTPN9	0.0101586903885862	2.57038037799534
PPIF	0.0101881495749841	2.56937719281543
ZXDC	0.0101883554509797	-2.5693701911315
FCER1G	0.0102210309356971	2.56826051628533
CHMP4B	0.0102508806818974	2.56724956157438
APOE	0.0102908607288041	2.56589961002296
ZMYND12	0.0103197038355716	2.5649285998654
BTBD7	0.0103473297652605	2.56400082824792
CLRN1	0.0104027593149156	2.56214594693979
ZNF618	0.0104308886389715	2.56120799548465
RRN3	0.0104393545435688	-2.56092614676306
ARMCX6	0.0104919971871381	2.55917810648801
TDP1	0.0105118052480885	-2.55852238409648
SLPI	0.0105313956354487	2.55787494775909
TBR1	0.0105545480380145	2.55711117130237
DLG3	0.0105628264161923	2.55683843688629
NIN	0.0105836493806497	-2.55615325578233
CCDC151	0.0105887249172664	2.55598642665158
MOV10	0.0105995682099622	2.55563025379561
WFIKKN1	0.0106073351033046	2.5553753314794
OR8K5	0.0106211204475066	2.55492328215026
SF3B1	0.0106644823927763	-2.55350475026927
ANGEL2	0.0107105651208266	-2.55200282211513
RNASE2	0.0107656115311433	2.55021626218773
NSG1	0.0107692128726185	2.5500996620362
GADD45B	0.0107821745716877	2.54968028953892
SNORA6	0.0108101824197361	-2.54877563104269
TLK1	0.0108384995952869	-2.54786309691686
CNNM1	0.0108448386357602	2.54765910873222
ZNF563	0.0108673737638444	-2.54693479295733
EGLN1	0.0109232527534845	-2.54514449380931
C14orf28	0.010928186990675	-2.5449867978285
OR10H2	0.0109291865390603	2.54495486042342
TRPM3	0.0109815783157017	2.54328446977997
ANKRD2	0.0110116948381957	2.5423274766679
KPNA1	0.011048166509021	-2.54117164862568
SCYL1	0.011075579060631	2.54030514354109
TRIM6	0.0111747429053224	2.53718642428227
DNAJC5	0.0111976969294583	2.53646802129182
SMG1P2	0.011197738382774	-2.53646672509129
FGF6	0.0112917658648603	2.53353749656482
TLR5	0.0113542970455483	2.53160143729324
IFT46	0.0113590329990365	2.53145519098732
RAD51	0.0115062644417595	2.52693546318951
HKDC1	0.0115181276890614	2.52657352240649
LRRC28	0.0116292515152987	2.52319916744943
CDRT15	0.0116312302512177	-2.52313934140382
POLR3F	0.0117112532447962	-2.52072742220498
MCM7	0.0118034784801014	-2.51796579014674
LYSMD1	0.0119008399743274	-2.5150710438297
RBBP4	0.0119028804874033	-2.51501060040465
SLC22A25	0.0119853702148966	2.5125747757453
NANOG	0.0120068549193295	-2.51194279771572
KLHL3	0.0120289240080265	-2.51129467275183
ULBP2	0.012040771734646	2.51094716343999
ARID4A	0.0120544415311912	-2.51054658683564
RAB21	0.0120654836375885	-2.51022330534303
FAM57A	0.0121321788345513	2.50827621649404
SERPINB10	0.012135431000061	2.50818151607182
C6	0.012170410932116	2.50716434822946
SULF1	0.0122280649322661	2.5054934899808
PEG3	0.0122478026122907	2.50492308017649
SYCP2	0.0122854149347463	-2.5038383525467
SLC29A1	0.0123476424507689	2.50205017379238
RS1	0.0123595402207547	2.50170918715792
KCTD2	0.012396190156193	-2.50066063482832
CDH7	0.0124251400360977	2.49983431988936
AOC3	0.0124554103011987	-2.49897213880571
IFNA16	0.0124624194295636	2.49877276400781
METTL2B	0.0125021158483047	-2.49764546877258
KCNK6	0.0125073987184709	2.49749568536764
KIAA0753	0.0125295507713259	-2.49686822513328
PMS2P1	0.0125355551986545	-2.49669831803886
CHPT1	0.0125850368625649	2.49530087409323
MFAP3L	0.0125853409305559	2.49529230176014
ASTN2	0.0126065418412135	2.4946950539393
SPO11	0.0126186915965162	2.494353185614
SLC1A5	0.0126281345829922	2.49408768121305
CEACAM1	0.0126531477021764	-2.49338524649031
HMP19	0.0126584325351673	2.49323699167262
GPR25	0.0126775521024058	2.49270108990078
QTRT1	0.0126900637657804	2.49235078799052
KRTAP10-12	0.0126990755240166	2.4920986658691
USP37	0.0127100671167007	-2.49179136816584
SATB1	0.0127185328319226	-2.49155484804473
HDHD2	0.0127214650386181	-2.49147295882174
MRPL45	0.0127239295297273	-2.49140414464921
ITGA2B	0.0127771706357367	2.48992040506442
ST3GAL4	0.0127920030819643	2.4895080244084
ROPN1	0.012842460447538	2.48810833905188
PCDHA13	0.0128808543302351	2.48704655055867
RNF103	0.0128918387557207	-2.48674328983509
RAE1	0.0129799158993362	-2.4843198656779
SH3GLB1	0.0129846522666603	2.48418995812873
ATP9B	0.0129955825581799	-2.48389032554002
MYO7A	0.0129962572473999	2.4838718375588
PRKDC	0.0130117086273815	-2.48344866765687
CPA1	0.0131383559647216	2.47999680586285
SLCO4A1	0.0131591684921327	2.47943236332827
C2orf27A	0.0132060947719129	2.47816259805628
ZNF529	0.013255687416548	-2.47682501272398
SCYL3	0.0132655374791623	-2.4765598690426
UBE2G2	0.0132736573272233	-2.47634143006549
C16orf46	0.0133413328099055	2.47452541486329
NTAN1	0.0133628745426028	2.47394906875912
NPY6R	0.013380266620794	2.47348434493355
PNLIPRP1	0.0133998138522214	2.47296267127531
NPM3	0.0134192872567756	2.47244363623075
SIAH1	0.0134860609811391	-2.47066892046686
TRIM58	0.0134881621818249	2.47061320075857
SEC23IP	0.0135009864677196	-2.47027329209201
BANK1	0.0136311187269456	-2.46684016667304
TBCCD1	0.0136323792428262	-2.46680705381124
USP48	0.0136726590959676	-2.46575035197808
TSPAN9	0.0136962942422963	2.46513158688037
NBR2	0.0137096822559466	-2.4647815086934
SOCS3	0.0137162978510848	2.46460863140936
TAS2R8	0.0137657264965053	2.46331929837697
KRTAP23-1	0.0138108807157719	2.46214503109211
AVPR2	0.0138643766590342	2.46075821084637
DYNC1LI2	0.0138719010554324	-2.46056352876088
GYPE	0.013907701077893	2.45963853385028
SNORD18C	0.0139563809802638	-2.45838411756214
WFDC1	0.0139814552279325	2.45773949400373
TNIP1	0.0140125897658923	2.4569404876625
NOL8	0.014105319556999	-2.45457000969557
MMP8	0.0141178913062485	2.4542496939017
ANXA3	0.0141213554714577	2.45416147461944
CA11	0.0141512897578537	2.45339995521383
SLC25A46	0.014154367804226	-2.45332173124042
ATP6V1C1	0.0142448104920273	2.45102993818492
ASB3	0.0143497663644881	-2.44838642257541
FCGR2A	0.0143518263649786	2.44833470838074
PTH	0.0144019787897293	2.44707769894269
